iter	Passed	Remaining
222	2898	10099
223	2912	10090
224	2924	10073
225	2937	10060
226	2950	10046
227	2963	10035
228	2977	10023
229	2990	10010
230	3003	9999
231	3016	9986
232	3030	9976
233	3044	9964
234	3058	9955
235	3073	9949
236	3086	9936
237	3099	9924
238	3113	9915
239	3127	9902
240	3140	9889
241	3154	9880
242	3167	9867
243	3180	9855
244	3194	9844
245	3208	9833
246	3221	9821
247	3234	9808
248	3247	9795
249	3262	9788
250	3276	9778
251	3289	9762
252	3302	9750
253	3314	9735
254	3327	9722
255	3340	9708
256	3352	9693
257	3365	9679
258	3379	9668
259	3394	9661
260	3408	9652
261	3423	9643
262	3438	9636
263	3453	9627
264	3467	9616
265	3480	9604
266	3494	9593
267	3508	9583
268	3522	9571
269	3536	9560
270	3548	9546
271	3563	9538
272	3576	9525
273	3589	9510
274	3602	9497
275	3615	9485
276	3628	9471
277	3642	9458
278	3647	9426
279	3660	9413
280	3672	9397
281	3686	9385
282	3698	9369
283	3712	9359
284	3724	9344
285	3738	9332
286	3751	9318
287	3764	9305
288	3776	9290
289	3788	9275
290	3800	9260
291	3813	9246
292	3826	9232
293	3839	9219
294	3851	9205
295	3864	9191
296	3877	9177
297	3890	9164
298	3903	9151
299	3916	9138
300	3928	9124
301	3941	9110
302	3954	9097
303	3967	9083
304	3980	9070
305	3993	9057
306	4007	9045
307	4020	9032
308	4032	9017
309	4044	9003
310	4058	8990
311	4071	8978
312	4085	8967
313	4098	8954
314	4111	8939
315	4123	8925
316	4136	8912
317	4149	8899
318	4162	8887
319	4175	8872
320	4187	8858
321	4200	8843
322	4212	8829
323	4225	8816
324	4238	8803
325	4254	8796
326	4267	8782
327	4279	8767
328	4292	8754
329	4304	8740
330	4317	8727
331	4330	8712
332	4343	8700
333	4355	8685
334	4368	8671
335	4381	8658
336	4393	8643
337	4406	8630
338	4419	8617
339	4432	8604
340	4446	8592
341	4459	8580
342	4473	8567
343	4485	8553
344	4499	8541
345	4512	8529
346	4525	8516
347	4538	8503
348	4551	8490
349	4564	8476
350	4577	8464
351	4591	8451
352	4605	8441
353	4619	8430
354	4632	8417
355	4646	8406
356	4661	8395
357	4675	8384
358	4688	8371
359	4702	8359
360	4715	8347
361	4728	8334
362	4744	8325
363	4758	8314
364	4773	8303
365	4787	8293
366	4801	8282
367	4815	8270
368	4828	8257
369	4841	8244
370	4854	8231
371	4868	8218
372	4880	8204
373	4893	8190
374	4905	8175
375	4917	8160
376	4930	8148
377	4943	8135
378	4957	8122
379	4969	8108
380	4981	8093
381	4996	8083
382	5008	8068
383	5021	8055
384	5033	8040
385	5046	8027
386	5059	8014
387	5072	8000
388	5085	7988
389	5099	7976
390	5112	7963
391	5125	7950
392	5139	7937
393	5153	7926
394	5166	7913
395	5180	7902
396	5193	7888
397	5207	7876
398	5221	7864
399	5236	7854
400	5249	7841
401	5265	7832
402	5279	7821
403	5293	7809
404	5308	7798
405	5321	7786
406	5335	7774
407	5350	7762
408	5365	7752
409	5378	7740
410	5391	7726
411	5405	7715
412	5419	7702
413	5432	7689
414	5446	7677
415	5458	7662
416	5471	7649
417	5484	7636
418	5498	7623
419	5511	7610
420	5524	7597
421	5538	7586
422	5554	7576
423	5570	7567
424	5584	7555
425	5600	7546
426	5615	7536
427	5632	7527
428	5645	7513
429	5658	7501
430	5673	7489
431	5686	7476
432	5699	7463
433	5713	7451
434	5728	7440
435	5742	7428
436	5756	7415
437	5769	7402
438	5783	7390
439	5798	7379
440	5811	7366
441	5824	7353
442	5838	7340
443	5851	7327
444	5864	7314
445	5877	7301
446	5893	7290
447	5907	7278
448	5923	7268
449	5937	7257
450	5950	7243
451	5964	7231
452	5978	7218
453	5992	7207
454	6006	7194
455	6021	7184
456	6035	7171
457	6049	7158
458	6063	7147
459	6080	7138
460	6097	7128
461	6111	7116
462	6125	7104
463	6140	7092
464	6154	7080
465	6168	7068
466	6182	7056
467	6196	7044
468	6212	7033
469	6226	7021
470	6242	7011
471	6258	7000
472	6272	6988
473	6287	6977
474	6301	6965
475	6317	6954
476	6332	6943
477	6346	6930
478	6360	6918
479	6374	6905
480	6388	6893
481	6403	6881
482	6416	6868
483	6431	6856
484	6444	6843
485	6459	6831
486	6473	6818
487	6487	6807
488	6503	6795
489	6516	6782
490	6531	6770
491	6545	6758
492	6559	6745
493	6573	6733
494	6587	6720
495	6601	6708
496	6615	6695
497	6629	6682
498	6643	6670
499	6658	6658
500	6671	6645
501	6685	6632
502	6698	6618
503	6712	6606
504	6727	6594
505	6741	6581
506	6754	6567
507	6768	6555
508	6782	6542
509	6796	6529
510	6808	6515
511	6822	6502
512	6836	6489
513	6850	6477
514	6864	6464
515	6878	6451
516	6892	6439
517	6906	6426
518	6919	6413
519	6932	6399
520	6946	6386
521	6961	6374
522	6974	6361
523	6987	6347
524	7000	6333
525	7014	6321
526	7028	6307
527	7042	6295
528	7055	6281
529	7069	6269
530	7084	6257
531	7098	6244
532	7112	6231
533	7125	6218
534	7140	6206
535	7153	6192
536	7165	6178
537	7178	6164
538	7192	6151
539	7206	6138
540	7219	6124
541	7231	6110
542	7245	6098
543	7258	6084
544	7271	6070
545	7284	6057
546	7298	6043
547	7310	6030
548	7324	6016
549	7338	6003
550	7350	5989
551	7363	5976
552	7375	5962
553	7388	5948
554	7401	5934
555	7414	5920
556	7429	5908
557	7441	5894
558	7456	5882
559	7470	5869
560	7483	5856
561	7497	5843
562	7510	5829
563	7523	5816
564	7537	5803
565	7550	5789
566	7563	5776
567	7576	5762
568	7589	5748
569	7602	5735
570	7616	5722
571	7630	5709
572	7644	5696
573	7657	5683
574	7671	5670
575	7685	5657
576	7699	5644
577	7713	5631
578	7726	5618
579	7740	5605
580	7754	5592
581	7766	5578
582	7779	5564
583	7794	5552
584	7807	5538
585	7821	5525
586	7834	5511
587	7847	5498
588	7860	5485
589	7873	5471
590	7894	5463
591	7908	5450
592	7921	5436
593	7934	5423
594	7947	5409
595	7961	5396
596	7973	5382
597	7986	5369
598	8000	5355
599	8014	5342
600	8027	5329
601	8040	5315
602	8053	5302
603	8067	5289
604	8080	5276
605	8093	5262
606	8106	5248
607	8120	5235
608	8133	5221
609	8147	5208
610	8160	5195
611	8174	5182
612	8188	5169
613	8201	5155
614	8214	5142
615	8227	5128
616	8239	5114
617	8253	5101
618	8266	5088
619	8279	5074
620	8292	5061
621	8307	5048
622	8319	5034
623	8333	5021
624	8346	5008
625	8359	4994
626	8372	4980
627	8384	4966
628	8397	4953
629	8410	4939
630	8423	4926
631	8436	4912
632	8450	4899
633	8462	4885
634	8477	4872
635	8490	4859
636	8503	4845
637	8516	4832
638	8529	4818
639	8542	4805
640	8555	4791
641	8569	4778
642	8582	4765
643	8596	4751
644	8609	4738
645	8622	4725
646	8635	4711
647	8649	4698
648	8662	4684
649	8675	4671
650	8689	4658
651	8702	4644
652	8715	4631
653	8729	4618
654	8743	4605
655	8757	4592
656	8771	4579
657	8783	4565
658	8796	4552
659	8810	4538
660	8823	4525
661	8837	4512
662	8852	4499
663	8865	4486
664	8879	4472
665	8893	4460
666	8907	4446
667	8921	4433
668	8935	4421
669	8949	4408
670	8962	4394
671	8975	4381
672	8989	4367
673	9003	4354
674	9016	4341
675	9029	4327
676	9042	4314
677	9055	4300
678	9069	4287
679	9082	4273
680	9095	4260
681	9109	4247
682	9123	4234
683	9137	4221
684	9151	4208
685	9165	4195
686	9179	4182
687	9192	4168
688	9207	4155
689	9221	4142
690	9235	4129
691	9248	4116
692	9261	4102
693	9274	4089
694	9287	4075
695	9300	4062
696	9314	4049
697	9328	4036
698	9340	4022
699	9353	4008
700	9366	3994
701	9379	3981
702	9392	3968
703	9405	3954
704	9419	3941
705	9433	3928
706	9446	3914
707	9460	3901
708	9473	3888
709	9487	3875
710	9500	3861
711	9513	3848
712	9527	3834
713	9540	3821
714	9553	3807
715	9566	3794
716	9579	3780
717	9592	3767
718	9605	3754
719	9618	3740
720	9631	3727
721	9644	3713
722	9658	3700
723	9672	3687
724	9685	3673
725	9699	3660
726	9711	3646
727	9724	3633
728	9737	3619
729	9752	3606
730	9766	3593
731	9779	3580
732	9792	3566
733	9805	3553
734	9818	3540
735	9833	3527
736	9846	3513
737	9860	3500
738	9873	3487
739	9887	3474
740	9901	3460
741	9914	3447
742	9927	3434
743	9940	3420
744	9953	3407
745	9968	3394
746	9982	3381
747	9995	3367
748	10008	3353
749	10021	3340
750	10034	3326
751	10046	3313
752	10059	3299
753	10073	3286
754	10087	3273
755	10101	3260
756	10115	3247
757	10128	3233
758	10141	3220
759	10155	3206
760	10168	3193
761	10181	3180
762	10195	3166
763	10208	3153
764	10222	3140
765	10235	3126
766	10249	3113
767	10261	3099
768	10275	3086
769	10288	3073
770	10301	3059
771	10315	3046
772	10329	3033
773	10342	3019
774	10354	3006
775	10367	2992
776	10381	2979
777	10394	2966
778	10408	2952
779	10421	2939
780	10434	2926
781	10449	2913
782	10463	2899
783	10477	2886
784	10490	2873
785	10503	2859
786	10516	2846
787	10529	2832
788	10543	2819
789	10555	2806
790	10569	2792
791	10582	2779
792	10596	2766
793	10609	2752
794	10622	2739
795	10636	2725
796	10649	2712
797	10661	2698
798	10674	2685
799	10686	2671
800	10700	2658
801	10714	2645
802	10726	2631
803	10739	2618
804	10751	2604
805	10765	2591
806	10779	2578
807	10794	2564
808	10807	2551
809	10821	2538
810	10835	2525
811	10848	2511
812	10861	2498
813	10875	2484
814	10888	2471
815	10903	2458
816	10916	2445
817	10928	2431
818	10942	2418
819	10955	2404
820	10968	2391
821	10981	2378
822	10994	2364
823	11006	2350
824	11019	2337
825	11032	2324
826	11044	2310
827	11056	2296
828	11069	2283
829	11082	2269
830	11095	2256
831	11108	2243
832	11120	2229
833	11133	2216
834	11146	2202
835	11159	2189
836	11171	2175
837	11185	2162
838	11198	2148
839	11211	2135
840	11223	2121
841	11236	2108
842	11248	2094
843	11261	2081
844	11274	2068
845	11286	2054
846	11299	2041
847	11312	2027
848	11324	2014
849	11337	2000
850	11350	1987
851	11364	1974
852	11376	1960
853	11389	1947
854	11402	1933
855	11414	1920
856	11427	1906
857	11439	1893
858	11451	1879
859	11465	1866
860	11477	1852
861	11489	1839
862	11501	1825
863	11513	1812
864	11527	1799
865	11539	1785
866	11551	1772
867	11564	1758
868	11577	1745
869	11590	1731
870	11602	1718
871	11615	1705
872	11629	1691
873	11641	1678
874	11654	1664
875	11666	1651
876	11678	1637
877	11692	1624
878	11705	1611
879	11718	1598
880	11731	1584
881	11744	1571
882	11757	1557
883	11770	1544
884	11782	1531
885	11797	1517
886	11810	1504
887	11822	1491
888	11835	1477
889	11847	1464
890	11859	1450
891	11871	1437
892	11883	1423
893	11895	1410
894	11908	1397
895	11920	1383
896	11934	1370
897	11948	1357
898	11961	1343
899	11974	1330
900	11986	1317
901	11998	1303
902	12011	1290
903	12023	1276
904	12036	1263
905	12048	1250
906	12061	1236
907	12073	1223
908	12086	1210
909	12100	1196
910	12113	1183
911	12125	1170
912	12138	1156
913	12150	1143
914	12163	1129
915	12176	1116
916	12188	1103
917	12201	1089
918	12215	1076
919	12228	1063
920	12240	1049
921	12252	1036
922	12265	1023
923	12277	1009
924	12289	996
925	12301	983
926	12314	969
927	12325	956
928	12339	943
929	12352	929
930	12365	916
931	12378	903
932	12391	889
933	12403	876
934	12416	863
935	12429	849
936	12442	836
937	12455	823
938	12468	809
939	12481	796
940	12494	783
941	12509	770
942	12522	756
943	12535	743
944	12548	730
945	12561	717
946	12574	703
947	12587	690
948	12599	677
949	12612	663
950	12624	650
951	12637	637
952	12649	623
953	12662	610
954	12674	597
955	12686	583
956	12699	570
957	12711	557
958	12723	543
959	12736	530
960	12749	517
961	12762	504
962	12774	490
963	12786	477
964	12798	464
965	12811	450
966	12823	437
967	12835	424
968	12848	411
969	12861	397
970	12873	384
971	12886	371
972	12899	357
973	12912	344
974	12925	331
975	12937	318
976	12949	304
977	12962	291
978	12974	278
979	12988	265
980	13001	251
981	13013	238
982	13026	225
983	13038	212
984	13051	198
985	13064	185
986	13076	172
987	13090	158
988	13102	145
989	13115	132
990	13127	119
991	13139	105
992	13151	92
993	13165	79
994	13178	66
995	13191	52
996	13204	39
997	13217	26
998	13229	13
999	13241	0
