iter	Logloss
153	0.4491089035
154	0.4487801316
155	0.448562762
156	0.4482596399
157	0.44803071
158	0.4478906683
159	0.447622867
160	0.4474076851
161	0.4469953117
162	0.4467551409
163	0.4464363215
164	0.4461663855
165	0.44575801
166	0.4454767138
167	0.4451571378
168	0.4448510039
169	0.4447304548
170	0.4445716311
171	0.4443929939
172	0.444109218
173	0.4439328162
174	0.4438293135
175	0.4435203971
176	0.4432358914
177	0.4429691681
178	0.4425785506
179	0.4423966902
180	0.4421797609
181	0.4420387236
182	0.4417795194
183	0.4416540547
184	0.4413344865
185	0.441154234
186	0.4408393549
187	0.4405767779
188	0.440259132
189	0.440007555
190	0.4397803818
191	0.439393879
192	0.4391198813
193	0.4389741137
194	0.4388530365
195	0.4386097572
196	0.4385048206
197	0.4383588638
198	0.4381703033
199	0.4380542768
200	0.4376623342
201	0.4374829001
202	0.4371915132
203	0.4370310027
204	0.4368244529
205	0.4367434821
206	0.4365014357
207	0.4363319673
208	0.4360681733
209	0.4358598551
210	0.4356393896
211	0.435403887
212	0.4352484322
213	0.4351641028
214	0.4347509463
215	0.4346096563
216	0.4344162909
217	0.4343809344
218	0.4341169727
219	0.4340154991
220	0.4336453462
221	0.4334293381
222	0.433393941
223	0.4332582713
224	0.4331240291
225	0.4327938748
226	0.4326522598
227	0.432596138
228	0.4325250529
229	0.4323017324
230	0.4321137726
231	0.4320825811
232	0.4319779057
233	0.4318727729
234	0.4317761286
235	0.4315513012
236	0.4313583635
237	0.4312998932
238	0.4311709735
239	0.4309359372
240	0.4307907619
241	0.4306273047
242	0.4303441361
243	0.4301903008
244	0.4300556224
245	0.4299102772
246	0.4297706586
247	0.4296322151
248	0.4295051731
249	0.429405846
250	0.4292878143
251	0.4290285332
252	0.4288398001
253	0.4287251193
254	0.4285246351
255	0.4282940186
256	0.428124136
257	0.42787604
258	0.427776691
259	0.4276835228
260	0.4276825535
261	0.4275094676
262	0.4273583557
263	0.4272350782
264	0.4270930811
265	0.4269042302
266	0.426757763
267	0.4264398725
268	0.4262216945
269	0.4259116193
270	0.4255473964
271	0.4252847868
272	0.4250555457
273	0.4249192137
274	0.4246896946
275	0.4245522313
276	0.4243563504
277	0.4241876121
278	0.4240274424
279	0.423783199
280	0.4236399799
281	0.4234983951
282	0.4233728348
283	0.4231097357
284	0.4227851586
285	0.422586037
286	0.4225217532
287	0.4223852696
288	0.4220642871
289	0.4219205405
290	0.4216856418
291	0.4214540696
292	0.4213602278
293	0.4211949578
294	0.4209882803
295	0.4207344081
296	0.4206684067
297	0.4205146827
298	0.4203734872
299	0.4202101677
300	0.4200788145
301	0.4198918601
302	0.419668332
303	0.4194801577
304	0.4193560527
305	0.4191571027
306	0.4190099917
307	0.4188655399
308	0.4188000626
309	0.4185784933
310	0.418361192
311	0.4182281675
312	0.4180088254
313	0.4178468089
314	0.4176266413
315	0.4174435703
316	0.4173105291
317	0.4172069173
318	0.4171649364
319	0.4169213577
320	0.416713551
321	0.4166955641
322	0.4164165811
323	0.4162245631
324	0.4160558355
325	0.4158626619
326	0.4157396688
327	0.4156688009
328	0.4154312518
329	0.4153913118
330	0.4151406885
331	0.4148996964
332	0.4147983521
333	0.4147885211
334	0.4145618438
335	0.4145422295
336	0.4144463118
337	0.4143443924
338	0.4141973291
339	0.4140224326
340	0.4138404927
341	0.4136752717
342	0.4134567666
343	0.4131714211
344	0.4131571702
345	0.4130660206
346	0.4130318548
347	0.4127882035
348	0.4127876467
349	0.4126713791
350	0.4124494775
351	0.4122545992
352	0.4120858723
353	0.412002217
354	0.4119496958
355	0.4118544613
356	0.411578052
357	0.4114629213
358	0.4113801879
359	0.4112078069
360	0.4111317933
361	0.4110321637
362	0.4107852907
363	0.4107081989
364	0.4105871792
365	0.410431921
366	0.4102487005
367	0.4101946055
368	0.4099860734
369	0.4098773654
370	0.4096162315
371	0.4094152359
372	0.40928191
373	0.4090305433
374	0.4088793358
375	0.4087597658
376	0.4085332113
377	0.4083610634
378	0.4081417993
379	0.4080747218
380	0.4078543751
381	0.4077336344
382	0.4075815696
383	0.4073457422
384	0.4070362155
385	0.4069423307
386	0.4068383276
387	0.4067164365
388	0.4064461128
389	0.4062109148
390	0.4061392253
391	0.4058097276
392	0.40556758
393	0.4054854617
394	0.405276349
395	0.4051372811
396	0.4050176618
397	0.4047352958
398	0.404581241
399	0.4044071804
400	0.404265834
401	0.4041277306
402	0.4037803404
403	0.403547186
404	0.4034603805
405	0.403390424
406	0.4032138482
407	0.4030819566
408	0.4028488397
409	0.4026567592
410	0.4024161676
411	0.4021150727
412	0.4020321525
413	0.4017953938
414	0.4015756905
415	0.4013522073
416	0.4011811112
417	0.4010579837
418	0.4008806318
419	0.4006616078
420	0.4004562787
421	0.4003602209
422	0.4002833879
423	0.4000545745
424	0.3997762085
425	0.3996678743
426	0.3995137227
427	0.3993617437
428	0.3991333176
429	0.3990262712
430	0.398901487
431	0.3987183508
432	0.3986170341
433	0.3984700361
434	0.3983156414
435	0.3981466121
436	0.3980083872
437	0.3978012777
438	0.3975255751
439	0.3973525513
440	0.3972197937
441	0.3970620319
442	0.3968379483
443	0.3966646513
444	0.3965465549
445	0.3963904348
446	0.3962272816
447	0.3959330882
448	0.3957260157
449	0.3955646389
450	0.395422554
451	0.3952819669
452	0.3950620111
453	0.3949799919
454	0.3947671229
455	0.394677985
456	0.394561877
457	0.3944103656
458	0.3943073464
459	0.3941374066
460	0.3940084278
461	0.3939212589
462	0.3937400936
463	0.3936095086
464	0.3933157285
465	0.3931825951
466	0.39304835
467	0.3928310643
468	0.3927053164
469	0.3925639358
470	0.3924068128
471	0.3921681943
472	0.3919613188
473	0.3917454753
474	0.3915591278
475	0.3913508796
476	0.3911554811
477	0.3909632596
478	0.3908062344
479	0.3906110618
480	0.3904079033
481	0.3902492126
482	0.3900900035
483	0.3899975584
484	0.389847825
485	0.3897489862
486	0.3895956242
487	0.3894173686
488	0.3892514036
489	0.389115705
490	0.3889318271
491	0.3888151606
492	0.3886060645
493	0.3884747287
494	0.3883301232
495	0.3881554148
496	0.387982832
497	0.3878622069
498	0.3877491189
499	0.3876462379
500	0.3874933257
501	0.3873452221
502	0.3871813478
503	0.3870814402
504	0.3869244343
505	0.386795158
506	0.3866916385
507	0.3865406483
508	0.3863959874
509	0.3862344299
510	0.3860553459
511	0.3859295042
512	0.3857688284
513	0.3856805567
514	0.3855484686
515	0.3853885727
516	0.3852401201
517	0.3851008673
518	0.3849492036
519	0.3848527274
520	0.3846929991
521	0.3845469714
522	0.3843728481
523	0.384243521
524	0.3840314133
525	0.3838951875
526	0.383756666
527	0.3836227522
528	0.3834503921
529	0.383319471
530	0.3832427639
531	0.3831296061
532	0.3830071938
533	0.3828713179
534	0.3827174356
535	0.3825958577
536	0.382426025
537	0.3822483824
538	0.38212924
539	0.3820141353
540	0.3818984591
541	0.3818085316
542	0.3816433764
543	0.3815101686
544	0.3813615341
545	0.3812136368
546	0.3810704338
547	0.3809536466
548	0.3807872084
549	0.3806010036
550	0.3804360049
551	0.3803041147
552	0.3802027025
553	0.3800954938
554	0.3799856837
555	0.3798624486
556	0.3797934979
557	0.3796274312
558	0.379540453
559	0.3793816657
560	0.3792692465
561	0.379122475
562	0.3790052818
563	0.3788641575
564	0.3787811428
565	0.3785979514
566	0.378475483
567	0.378354408
568	0.3782100075
569	0.3780579385
570	0.3779960869
571	0.3778544842
572	0.3777416101
573	0.3776139785
574	0.3775368073
575	0.3774604295
576	0.3773441532
577	0.3772175774
578	0.3770638948
579	0.3768931279
580	0.3767848237
581	0.3766753175
582	0.3764965921
583	0.3763517719
584	0.3761989447
585	0.3760243344
586	0.375914739
587	0.3757699707
588	0.3755901065
589	0.3754736481
590	0.3753939029
591	0.3753216054
592	0.375126246
593	0.3750251425
594	0.3748710804
595	0.3747053834
596	0.3745753607
597	0.374479516
598	0.3743824661
599	0.3742823022
600	0.3741168407
601	0.3740533082
602	0.3739844791
603	0.3738790332
604	0.373783367
605	0.3736676694
606	0.3735093385
607	0.3733579574
608	0.3732912619
609	0.3730406991
610	0.372800319
611	0.3726953386
612	0.3724699061
613	0.3723170156
614	0.3721996747
615	0.3720328382
616	0.3718872302
617	0.3718217165
618	0.3717396461
619	0.3715782006
620	0.3714520922
621	0.371288428
622	0.3711631826
623	0.3710581919
624	0.3709718762
625	0.3708252238
626	0.3706676785
627	0.370527809
628	0.3704620312
629	0.3703241848
630	0.3701123332
631	0.3699745408
632	0.3698328004
633	0.3696815763
634	0.3695655137
635	0.3694438137
636	0.3693828519
637	0.3692945188
638	0.3691600602
639	0.3690462512
640	0.3688975349
641	0.3688047506
642	0.3686923359
643	0.3685234566
644	0.3683017647
645	0.3682433311
646	0.3680593466
647	0.3679593571
648	0.367788139
649	0.3675932066
650	0.3673787197
651	0.3672552623
652	0.3671254115
653	0.3669297158
654	0.3668422631
655	0.3666513252
656	0.3665596454
657	0.3664509127
658	0.3663545195
659	0.3662122086
660	0.3661169657
661	0.3659518226
662	0.3657421077
663	0.3655737703
664	0.3654900421
665	0.3652962633
666	0.3652013089
667	0.3651422685
668	0.3649991436
669	0.3648580315
670	0.3647314379
671	0.3646716463
672	0.3645717796
673	0.3644716387
674	0.364384483
675	0.3642241857
676	0.3641351415
677	0.3639832764
678	0.3638062683
679	0.3636073422
680	0.3634372078
681	0.3633272437
682	0.3631932784
683	0.3630278599
684	0.3628430894
685	0.362694488
686	0.3625523544
687	0.3624156444
688	0.3621777555
689	0.3620401495
690	0.3619405147
691	0.3618300579
692	0.3616633407
693	0.3614921729
694	0.3613873804
695	0.3612191287
696	0.3611423405
697	0.3609508947
698	0.3608557005
699	0.3606923042
700	0.3605356521
701	0.3604269909
702	0.3603427529
703	0.3602367395
704	0.3600979677
705	0.3599627967
706	0.3598135901
707	0.3597051814
708	0.3595352768
709	0.3593661759
710	0.3592736244
711	0.3591218066
712	0.3590483974
713	0.3588959939
714	0.358795465
715	0.3587086783
716	0.3585803363
717	0.3584381846
718	0.3583547456
719	0.3582177173
720	0.3580214356
721	0.3578948322
722	0.3578087766
723	0.3577164477
724	0.3576094466
725	0.3574979877
726	0.3573362973
727	0.3572129346
728	0.3570388265
729	0.3569511457
730	0.3568019831
731	0.3567088481
732	0.3566067174
733	0.3565022396
734	0.3563703314
735	0.3562144428
736	0.3561259304
737	0.3560191041
738	0.3558496257
739	0.3557618073
740	0.355597672
741	0.3555085785
742	0.3554237242
743	0.3552658803
744	0.3551243614
745	0.3549637475
746	0.3548142602
747	0.3547140443
748	0.3545763262
749	0.3544836114
750	0.3543509358
751	0.3542129166
752	0.3540923023
753	0.3539488055
754	0.3537970834
755	0.3536735433
756	0.3536235589
757	0.353469693
758	0.3533757298
759	0.3532280563
760	0.3531420887
761	0.3530000828
762	0.3528177624
763	0.3527279547
764	0.352588178
765	0.3524649453
766	0.3523676674
767	0.3523037909
768	0.3521875538
769	0.3520321962
770	0.3519204983
771	0.3517727112
772	0.3516710253
773	0.351544637
774	0.3514782478
775	0.3513765827
776	0.3512412643
777	0.3510747787
778	0.3509410212
779	0.3508440472
780	0.3507412972
781	0.350650097
782	0.3505557737
783	0.3504579683
784	0.3503413626
785	0.350222864
786	0.3500870614
787	0.3499804468
788	0.3498400548
789	0.3497163698
790	0.349618282
791	0.3494720475
792	0.3493596244
793	0.3492917383
794	0.3492116665
795	0.3490956686
796	0.3489547212
797	0.3489049507
798	0.3487938755
799	0.3487112839
800	0.3485104757
801	0.3484289458
802	0.3483012146
803	0.3481776298
804	0.3481323528
805	0.3480048393
806	0.3478830732
807	0.3478131578
808	0.3477058074
809	0.3475704163
810	0.3474884301
811	0.3473781598
812	0.3473151848
813	0.3471759111
814	0.3469480409
815	0.3468712083
816	0.346747727
817	0.3465978194
818	0.3464963141
819	0.3463935008
820	0.3462642101
821	0.346131216
822	0.3460366244
823	0.3459201469
824	0.3458217999
825	0.3457015169
826	0.3455698536
827	0.3454801116
828	0.3454065318
829	0.3452517416
830	0.3451531844
831	0.3450200142
832	0.3449167878
833	0.3447883816
834	0.3446657748
835	0.3445517506
836	0.3444713849
837	0.3443241567
838	0.3442104233
839	0.3441009757
840	0.3439897456
841	0.3438577029
842	0.3437621808
843	0.3436463991
844	0.343555072
845	0.3434493276
846	0.343307847
847	0.3431776643
848	0.3430606774
849	0.3429094272
850	0.3428016635
851	0.3426484727
852	0.3425570048
853	0.3425059841
854	0.3423767397
855	0.3422354547
856	0.3421405428
857	0.3420358261
858	0.3419279725
859	0.3418326117
860	0.3417432032
861	0.3417100501
862	0.3416193127
863	0.3414887209
864	0.3414008743
865	0.3413137509
866	0.3411382024
867	0.3410893183
868	0.3409983145
869	0.3408928006
870	0.3408036157
871	0.3407222556
872	0.3406517204
873	0.340521542
874	0.3404116232
875	0.3403440431
876	0.3401555639
877	0.3400696976
878	0.3399878556
879	0.3398934027
880	0.3397695092
881	0.3396579916
882	0.3395748122
883	0.3394884594
884	0.3393696709
885	0.3391827242
886	0.3391004967
887	0.3390342542
888	0.3388919335
889	0.3388048696
890	0.3386936092
891	0.3386123825
892	0.3384758395
893	0.3383806046
894	0.3382635133
895	0.3381987812
896	0.3380955348
897	0.3379641703
898	0.3378605463
899	0.3377653646
900	0.3376535231
901	0.337554328
902	0.3374965874
903	0.3374134378
904	0.3373451403
905	0.3372189405
906	0.337162241
907	0.3370619466
908	0.336910814
909	0.3367498088
910	0.3366888615
911	0.3365872056
912	0.3364139908
913	0.3362378418
914	0.336133492
915	0.3360466246
916	0.3359831642
917	0.335818172
918	0.3356977521
919	0.335618435
920	0.3355104007
921	0.3353992257
922	0.3352638265
923	0.3352011308
924	0.3351340187
925	0.3350699801
926	0.3349015714
927	0.3348241492
928	0.3346934522
929	0.3346132068
930	0.3345300333
931	0.3344259241
932	0.3343085454
933	0.3342227619
934	0.334159813
935	0.3340631198
936	0.334016696
937	0.3339363328
938	0.3338008018
939	0.3336713625
940	0.3335029413
941	0.333425116
942	0.3333800409
943	0.3332512246
944	0.3331268771
945	0.333086179
946	0.3329457137
947	0.3328312032
948	0.3327540265
949	0.3326741364
950	0.3325798824
951	0.3324902122
952	0.332333135
953	0.3322550161
954	0.3321139482
955	0.331979565
956	0.3317751427
957	0.3317112953
958	0.3316145564
959	0.3314766227
960	0.3314022868
961	0.3312998526
962	0.3311666827
963	0.3310452385
964	0.3309067061
965	0.3308725399
966	0.3307566663
967	0.3306297998
968	0.3305470338
969	0.3304190191
970	0.330355691
971	0.3302942289
972	0.3301334683
973	0.3300930647
974	0.3300215274
975	0.329921017
976	0.3298005318
977	0.3297471048
978	0.3296561877
979	0.3295492661
980	0.329469679
981	0.3294239602
982	0.3293762667
983	0.3292968985
984	0.3291879431
985	0.3290550302
986	0.3289869921
987	0.3289063429
988	0.3288091527
989	0.3287352392
990	0.3286339451
991	0.328483899
992	0.328392167
993	0.3282972318
994	0.3282449767
995	0.3281894738
996	0.3280992812
997	0.3280116849
998	0.3279317967
999	0.3278096084
