iter	Passed	Remaining
346	592	1115
347	594	1113
348	595	1111
349	597	1109
350	598	1107
351	600	1105
352	601	1103
353	603	1101
354	604	1098
355	606	1096
356	607	1095
357	609	1093
358	611	1092
359	613	1090
360	614	1088
361	616	1086
362	618	1085
363	620	1083
364	621	1081
365	623	1080
366	625	1078
367	626	1076
368	628	1074
369	629	1072
370	631	1070
371	633	1068
372	634	1066
373	636	1065
374	638	1063
375	639	1061
376	641	1059
377	642	1057
378	644	1056
379	646	1054
380	647	1052
381	650	1051
382	651	1050
383	653	1048
384	654	1046
385	657	1045
386	659	1044
387	660	1042
388	662	1040
389	664	1039
390	666	1037
391	667	1035
392	669	1034
393	671	1032
394	672	1030
395	674	1028
396	676	1026
397	677	1025
398	679	1023
399	681	1021
400	683	1020
401	685	1019
402	686	1017
403	688	1015
404	690	1014
405	692	1012
406	694	1011
407	696	1010
408	698	1009
409	700	1007
410	702	1006
411	704	1004
412	705	1003
413	707	1001
414	709	1000
415	711	999
416	713	997
417	715	996
418	717	994
419	719	993
420	721	991
421	723	990
422	725	989
423	727	988
424	729	986
425	731	985
426	733	984
427	735	983
428	737	981
429	740	982
430	742	980
431	744	979
432	747	979
433	749	978
434	751	976
435	754	976
436	757	975
437	759	974
438	761	972
439	763	971
440	765	970
441	767	968
442	769	967
443	771	966
444	773	964
445	775	963
446	777	962
447	779	960
448	781	959
449	784	958
450	786	956
451	788	955
452	790	954
453	792	952
454	794	951
455	796	950
456	798	949
457	801	947
458	803	946
459	805	945
460	807	943
461	809	942
462	811	941
463	813	940
464	815	938
465	818	937
466	820	936
467	822	935
468	825	934
469	827	932
470	829	931
471	831	930
472	833	929
473	835	927
474	837	926
475	840	924
476	842	923
477	844	921
478	846	920
479	848	919
480	850	918
481	852	916
482	855	915
483	857	913
484	859	912
485	861	910
486	863	909
487	865	908
488	867	906
489	869	905
490	872	904
491	874	903
492	877	901
493	879	900
494	881	899
495	883	897
496	886	896
497	888	895
498	890	893
499	892	892
500	894	891
501	896	889
502	898	888
503	900	886
504	902	885
505	904	883
506	907	882
507	909	880
508	911	878
509	913	877
510	915	875
511	917	874
512	920	873
513	922	872
514	925	871
515	927	870
516	929	868
517	931	866
518	933	865
519	937	865
520	939	863
521	941	861
522	943	860
523	944	858
524	947	856
525	949	855
526	951	853
527	953	852
528	956	851
529	958	849
530	960	848
531	963	847
532	965	845
533	967	843
534	969	842
535	972	841
536	973	839
537	976	838
538	978	836
539	980	835
540	982	833
541	984	832
542	987	830
543	989	829
544	990	827
545	992	825
546	996	824
547	997	823
548	999	821
549	1001	819
550	1003	817
551	1005	816
552	1007	814
553	1009	812
554	1011	811
555	1013	809
556	1015	807
557	1017	806
558	1019	804
559	1022	803
560	1024	801
561	1026	799
562	1028	798
563	1030	796
564	1032	795
565	1034	793
566	1036	791
567	1039	790
568	1041	789
569	1043	787
570	1046	785
571	1048	784
572	1050	782
573	1052	781
574	1054	779
575	1056	777
576	1058	776
577	1061	774
578	1063	773
579	1065	771
580	1067	769
581	1069	768
582	1071	766
583	1075	765
584	1077	764
585	1080	763
586	1082	761
587	1084	759
588	1087	758
589	1089	756
590	1091	755
591	1093	753
592	1095	751
593	1097	750
594	1099	748
595	1101	746
596	1103	744
597	1105	743
598	1107	741
599	1109	739
600	1111	738
601	1113	736
602	1115	734
603	1117	732
604	1119	731
605	1121	729
606	1124	727
607	1126	726
608	1128	724
609	1130	722
610	1131	720
611	1133	718
612	1135	717
613	1137	715
614	1139	713
615	1142	711
616	1144	710
617	1146	708
618	1148	706
619	1150	705
620	1152	703
621	1154	701
622	1156	699
623	1158	698
624	1160	696
625	1163	694
626	1165	693
627	1167	691
628	1169	689
629	1171	687
630	1173	686
631	1175	684
632	1177	682
633	1179	680
634	1181	679
635	1183	677
636	1185	675
637	1187	673
638	1189	672
639	1191	670
640	1194	668
641	1196	667
642	1198	665
643	1200	663
644	1202	661
645	1204	660
646	1206	658
647	1208	656
648	1210	654
649	1212	652
650	1214	651
651	1216	649
652	1218	647
653	1220	645
654	1222	644
655	1224	642
656	1227	640
657	1229	639
658	1231	637
659	1233	635
660	1236	634
661	1238	632
662	1240	630
663	1242	628
664	1244	626
665	1246	625
666	1248	623
667	1250	621
668	1252	619
669	1254	617
670	1256	615
671	1258	614
672	1259	612
673	1262	610
674	1264	608
675	1266	607
676	1268	605
677	1270	603
678	1272	601
679	1274	599
680	1276	597
681	1278	596
682	1280	594
683	1282	592
684	1284	590
685	1286	588
686	1288	587
687	1290	585
688	1292	583
689	1294	581
690	1296	579
691	1298	577
692	1300	576
693	1302	574
694	1304	572
695	1306	570
696	1308	568
697	1309	566
698	1311	564
699	1314	563
700	1315	561
701	1318	559
702	1320	557
703	1322	555
704	1324	554
705	1326	552
706	1328	550
707	1330	548
708	1332	546
709	1334	544
710	1336	543
711	1338	541
712	1340	539
713	1341	537
714	1343	535
715	1345	533
716	1347	531
717	1349	530
718	1351	528
719	1353	526
720	1355	524
721	1357	522
722	1359	520
723	1361	518
724	1363	517
725	1365	515
726	1366	513
727	1368	511
728	1371	509
729	1372	507
730	1374	505
731	1376	504
732	1378	502
733	1380	500
734	1382	498
735	1384	496
736	1386	494
737	1388	492
738	1390	491
739	1392	489
740	1394	487
741	1396	485
742	1398	483
743	1400	481
744	1402	480
745	1404	478
746	1406	476
747	1408	474
748	1410	472
749	1411	470
750	1413	468
751	1415	466
752	1417	465
753	1419	463
754	1421	461
755	1423	459
756	1425	457
757	1427	455
758	1429	453
759	1431	452
760	1433	450
761	1435	448
762	1437	446
763	1439	444
764	1441	442
765	1443	440
766	1445	439
767	1447	437
768	1449	435
769	1451	433
770	1454	432
771	1456	430
772	1458	428
773	1460	426
774	1462	424
775	1464	422
776	1466	420
777	1468	419
778	1470	417
779	1472	415
780	1474	413
781	1476	411
782	1477	409
783	1479	407
784	1481	405
785	1483	403
786	1485	402
787	1487	400
788	1489	398
789	1491	396
790	1493	394
791	1495	392
792	1497	390
793	1499	388
794	1501	387
795	1502	385
796	1504	383
797	1506	381
798	1508	379
799	1510	377
800	1512	375
801	1514	373
802	1516	371
803	1518	370
804	1520	368
805	1522	366
806	1524	364
807	1526	362
808	1527	360
809	1529	358
810	1531	356
811	1533	355
812	1536	353
813	1538	351
814	1540	349
815	1542	347
816	1544	345
817	1546	344
818	1548	342
819	1550	340
820	1552	338
821	1554	336
822	1556	334
823	1557	332
824	1559	330
825	1561	328
826	1563	327
827	1565	325
828	1567	323
829	1569	321
830	1571	319
831	1573	317
832	1575	315
833	1577	313
834	1579	312
835	1580	310
836	1582	308
837	1584	306
838	1586	304
839	1588	302
840	1590	300
841	1592	298
842	1594	297
843	1597	295
844	1598	293
845	1601	291
846	1603	289
847	1604	287
848	1606	285
849	1608	283
850	1610	282
851	1612	280
852	1614	278
853	1616	276
854	1618	274
855	1619	272
856	1620	270
857	1622	268
858	1623	266
859	1625	264
860	1626	262
861	1628	260
862	1629	258
863	1631	256
864	1632	254
865	1633	252
866	1635	250
867	1636	248
868	1638	246
869	1639	245
870	1641	243
871	1642	241
872	1643	239
873	1645	237
874	1646	235
875	1648	233
876	1649	231
877	1651	229
878	1653	227
879	1654	225
880	1656	223
881	1657	221
882	1659	219
883	1660	217
884	1661	215
885	1663	214
886	1664	212
887	1666	210
888	1667	208
889	1669	206
890	1670	204
891	1672	202
892	1673	200
893	1674	198
894	1676	196
895	1678	194
896	1679	192
897	1681	190
898	1682	189
899	1684	187
900	1686	185
901	1687	183
902	1689	181
903	1690	179
904	1692	177
905	1693	175
906	1695	173
907	1696	171
908	1698	169
909	1699	168
910	1700	166
911	1702	164
912	1703	162
913	1705	160
914	1706	158
915	1708	156
916	1709	154
917	1711	152
918	1712	150
919	1714	149
920	1715	147
921	1717	145
922	1718	143
923	1720	141
924	1721	139
925	1723	137
926	1724	135
927	1726	133
928	1727	132
929	1729	130
930	1730	128
931	1732	126
932	1733	124
933	1735	122
934	1736	120
935	1737	118
936	1739	116
937	1741	115
938	1743	113
939	1744	111
940	1746	109
941	1747	107
942	1749	105
943	1750	103
944	1751	101
945	1753	100
946	1754	98
947	1756	96
948	1757	94
949	1759	92
950	1760	90
951	1762	88
952	1763	86
953	1764	85
954	1766	83
955	1767	81
956	1769	79
957	1770	77
958	1772	75
959	1773	73
960	1775	72
961	1776	70
962	1778	68
963	1779	66
964	1781	64
965	1782	62
966	1784	60
967	1785	59
968	1787	57
969	1788	55
970	1790	53
971	1792	51
972	1794	49
973	1795	47
974	1796	46
975	1798	44
976	1799	42
977	1801	40
978	1802	38
979	1804	36
980	1805	34
981	1807	33
982	1808	31
983	1810	29
984	1811	27
985	1812	25
986	1814	23
987	1815	22
988	1817	20
989	1818	18
990	1820	16
991	1821	14
992	1823	12
993	1824	11
994	1826	9
995	1827	7
996	1829	5
997	1830	3
998	1832	1
999	1833	0
